Date,Day,Month,Year,Season,Type,Country,Iso_alpha_3,State,Location,Latitude,Longitude,Latitude error,Longitude error,Activity,Activity Long,Gender,Injury,Fatal,Species
13.Mar.77,13,3,1977,Autumn,Sea Disaster,AUSTRALIA,AUS,Queensland,Near Moreton Island in Moreton Bay,None,None,,,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days","Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,FATAL,Y,Unknown
31.Aug.77,31,8,1977,Winter,Unprovoked,AUSTRALIA,AUS,South Australia,"Cactus Beach, near Ceduna",-32.08861,132.98333,,,Surfing,Surfing,M,"Board rammed &  bitten, left thigh lacerated",N,White shark
01.Apr.78,1,4,1978,Autumn,Unprovoked,AUSTRALIA,AUS,Tasmania,Beechford,-41.027549,146.951364,,,Diving,Scuba diving,M,Thigh bitten,N,Sevengill shark
29.Dec.78,29,12,1978,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Bribie Island,-26.9644799,153.120238,,,Unknown,,M,Survived,N,Unknown
02.Sept.78,2,9,1978,Spring,Unprovoked,AUSTRALIA,AUS,Tasmania,"Cape Pillar, Storm Bay",-43.2215036,148.0107165,,,Diving,Scuba diving for abalone,M,Several broken ribs,N,"Unknown, length given"
14.Sept.79,14,9,1979,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Byron Bay,-28.6483333,153.6177778,,,Diving,Scuba diving,M,Leg bitten,N,"Unknown, length given"
18.Nov.80,18,11,1980,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Lancelin,-31.0225285,115.3301909,,,Swimming,Swimming,M,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",N,Unknown
03.Jun.05,3,6,1981,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,Byron Bay,-28.6483333,153.6177778,,,Surfing,Surf-skiing,M,"No injury, ski bitten",N,Tiger shark
13.Dec.81,13,12,1981,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Green Island,-16.760241,145.974037,,,Unknown,,Unknown,Abdomen lacerated,N,Unknown
16.Feb.81,16,2,1981,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,"Leighton Beach, north of Freemantle",-32.02406625,115.750719,,,Exercising his dog in the shallows,Exercising his dog in the shallows,M,Puncture wounds to foot,N,Hammerhead shark
07.Feb.81,7,2,1981,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,"Parker's Point, Rottnest Island",None,None,,,Unknown,,Unknown,No details,Unknown,Unknown
28.Feb.82,28,2,1982,Summer,Unprovoked,AUSTRALIA,AUS,Tasmania,South Cape Bay,-43.6212171,146.794109,,,Fishing,Spearfishing,M,"FATAL, body not recovered",Y,White shark
26.Dec.82,26,12,1982,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Suffolk Park,-28.6867965,153.6123525,,,Surfing,Surfing,M,"No injury, surfboard bitten",N,Bronze whaler
07.Mar.82,7,3,1982,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,"Tallow Beach, Byron Bay",-28.6697473,153.6208087,,,Surfing,Surfing,M,Legs bitten  FATAL,Y,Unknown
26.Jul.83,26,7,1983,Winter,Sea Disaster,AUSTRALIA,AUS,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",None,None,,,Swimming,Swimming from the New Venture ,F,"FATAL, shark seized her by the chest and took her underwater ",Y,Tiger shark
25.Jul.83,25,7,1983,Winter,Sea Disaster,AUSTRALIA,AUS,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",None,None,,,Swimming,Swimming from the New Venture ,M,"FATAL, shark bit leg, then dragged him underwater ",Y,Tiger shark
25.Jul.83,25,7,1983,Winter,Sea Disaster,AUSTRALIA,AUS,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",None,None,,,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,M,"Left knee bitten, but survived",N,Tiger shark
24.Dec.83,24,12,1983,Summer,Unprovoked,AUSTRALIA,AUS,South Australia,"Dangerous Reef, South Neptune Island",None,None,,,Diving,Scuba diving for abalone,M,Fingers bitten,N,White shark
01.Mar.84,1,3,1984,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,Coral Bay,-23.1436752,113.770165,,,Unknown,,Unknown,No details,Unknown,Unknown
11.Feb.84,11,2,1984,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Derwent Island,-20.9861715,149.7857581,,,Fishing,Spearfishing,M,Hand bitten,N,White shark
30.Nov.84,30,11,1984,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,1 km off Black's Beach,,,-30.5924728,138.3995587,Fell,Sailing on catamaran & fell into the water,M,FATAL,Y,Tiger shark
11.Nov.85,11,11,1985,Spring,Provoked,AUSTRALIA,AUS,Queensland,Gladstone,-23.8431724,151.256132,,,Fishing,Fishing,M,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,N,"Unknown, length given"
03.Mar.85,3,3,1985,Autumn,Unprovoked,AUSTRALIA,AUS,South Australia,"Wiseman’s Beach, Peake Bay, Port Lincoln",None,None,,,Diving,Free diving for scallops,F,FATAL,Y,White shark
01.Feb.86,1,2,1986,Summer,Unprovoked,AUSTRALIA,AUS,Victoria,Jan Juc Beach,-38.3475077,144.3058093,,,Surfing,Surfing,M,"No injury, knocked into water & board bitten",N,Bronze whaler
03.Aug.86,3,8,1986,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,"North Head, Sydney Harbour",-33.8128845,151.2905582,,,Diving,Scuba diving,F,Survived,N,Wobbegong shark
18.May.86,18,5,1986,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,"North Head, Sydney Harbour",-33.8128845,151.2905582,,,Diving,Scuba diving,M,Survived,N,Wobbegong shark
26.Jul.86,26,7,1986,Winter,Watercraft,AUSTRALIA,AUS,Western Australia,3 km west of Rottnest Island,-32.0070095,115.5205271,,,Fishing,Fishing,Unknown,"No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water",N,White shark
01.Oct.86,1,10,1986,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Direction Island, Cocos Islands",-12.09075025,96.88605778,,,Unknown,,Unknown,No details,Unknown,Unknown
13.Dec.87,13,12,1987,Summer,Invalid,AUSTRALIA,AUS,New South Wales,Shoalhaven,-35.14157235,150.3916941,,,Unknown,,F,"Remains recovered from 4 m, 420-kg, caught 13-Dec-1987k",Unknown,Invalid
06.Jan.87,6,1,1987,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Lizard Island,-14.6683188,145.4609161,,,Swimming,Swimming,M,Right leg lacerated,N,Unknown
18.Sept.87,18,9,1987,Spring,Unprovoked,AUSTRALIA,AUS,South Australia,"Merino Rocks, Adelaide",-33.85965995,151.2070284,,,Diving,Scuba Diving for scallops,M,FATAL,Y,White shark
30.Mar.87,30,3,1987,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,Fourth Beach / Twilgth Beach,-33.89119825,121.8246506,,,Surfing,Surfing,M,Calf lacerated,N,Bronze whaler
22.Oct.88,22,10,1988,Spring,Unprovoked,AUSTRALIA,AUS,Victoria,Phillip Island,-38.50717805,145.1888103,,,Surfing,Surfing,M,Lacerations to right leg,N,"Unknown, length given"
06.Oct.88,6,10,1988,Spring,Unprovoked,AUSTRALIA,AUS,South Australia,Moama Beach,-36.1213119,144.7528867,,,Surfing,Surfing,M,Lower right  leg lacerated,N,Unknown
10.Jun.05,10,6,1988,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,Sydney,-33.8698439,151.2082848,,,Surfing,Surfing,M,Hand bitten,N,Wobbegong shark
12.Feb.88,12,2,1988,Summer,Watercraft,AUSTRALIA,AUS,Western Australia,18 km west of Bunbury,-33.3267797,115.636698,,,Fishing,Drift fishing,Unknown,"No injury to occupants; shark leapt into boat, almost capsizing it and destroyed the inside of the boat",N,Mako shark
08.Nov.88,8,11,1988,Spring,Sea Disaster,AUSTRALIA,AUS,Queensland,"Off North Keppel Island, off Yeppoon",-30.5226604,115.0460938,,,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",Y,Unknown
07.Nov.88,7,11,1988,Spring,Sea Disaster,AUSTRALIA,AUS,Queensland,"Off North Keppel Island, off Yeppoon",-30.5226604,115.0460938,,,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,FATAL,Y,Unknown
22.Oct.89,22,10,1989,Spring,Unprovoked,AUSTRALIA,AUS,Tasmania,Shelly Point ,-42.2089854,148.0456483,,,Surfing,Surfing,M,"No injury, board bitten",N,White shark
22.Nov.89,22,11,1989,Spring,Unprovoked,AUSTRALIA,AUS,Victoria,Kilcunda,-38.5491802,145.4763722,,,Surfing,Surfing,M,Thigh bitten,N,White shark
29.Oct.89,29,10,1989,Spring,Unprovoked,AUSTRALIA,AUS,Northern Territory,Edith Falls,-33.7214902,150.3596628,,,Swimming,Swimming,F,Puncture marks to right calf,N,Unknown
13.Aug.89,13,8,1989,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,Lennox Head,-28.7910334,153.5878047,,,Surfing,Surfing,M,"No injury, shark took chunk out of surfboard",N,Bronze whaler
02.Nov.89,2,11,1989,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Mermaid Waters,-28.052458,153.4218922,,,Canoeing,Swimming in canal,M,Left ankle broken & lacerated,N,Bronze whaler
29.Aug.89,29,8,1989,Winter,Provoked,AUSTRALIA,AUS,Queensland,SeaWorld Theme Park,-27.96793,153.427152,,,Fishing,Feeding fish,M,Left leg bitten by captive shark                   PROVOKED INCIDENT,N,Grey nurse shark
06.Aug.89,6,8,1989,Winter,Provoked,AUSTRALIA,AUS,Queensland,Moreton Bay,-27.2397819,153.2539994,,,Fishing,Fishing for sharks,M,Laceration to arm  PROVOKED INCIDENT,N,White shark
02.Dec.89,2,12,1989,Summer,Invalid,AUSTRALIA,AUS,Queensland,Fraser Island,-25.24672,153.146804,,,Swimming,Swimming,M,"Swept out to sea, feared taken by shark",Unknown,Invalid
03.Jan.89,3,1,1989,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Half Tide Beach, Evans Head",-33.50968048,151.334178,,,Surfing,Surfing with dolphins,M,"Abdomen lacerated, surfboard holed",N,Tiger shark
03.Dec.89,3,12,1989,Summer,Unprovoked,AUSTRALIA,AUS,Northern Territory,Gove Peninsula near Darwin,None,None,,,Unknown,,M,"No details, ""recovering in Darwin Hospital""",Unknown,Tiger shark
09.Mar.89,9,3,1989,Autumn,Unprovoked,AUSTRALIA,AUS,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",-35.6360308,138.5048433,,,Surfing,Surfing,M,Thigh bitten FATAL,Y,White shark
01.Oct.89,1,10,1989,Spring,Unprovoked,AUSTRALIA,AUS,Victoria,"Surfers Point, Phillip Island",-33.9770638,114.9849187,,,Surfing,Surfing,M,No details,Unknown,White shark
04.Mar.89,4,3,1989,Autumn,Watercraft,AUSTRALIA,AUS,Western Australia,Near Broome in Roebuck Bay,-17.99496,122.32191,,,Kayaking,Kayaking,M,"No injury, but the kayak was bitten by the shark",N,Tiger shark
25.Oct.90,25,10,1990,Spring,Unprovoked,AUSTRALIA,AUS,South Australia,Goolwa Beach,-35.5141519,138.7609568,,,Surfing,Surfing,M,Lacerations to foot,N,Unknown
07.Apr.90,7,4,1990,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Fingal Beach,-32.74424145,152.1709248,,,Surfing,Surfing,M,"No injury, board broken in two",N,"Unknown, length given"
06.Apr.90,6,4,1990,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Fingal Beach,-32.74424145,152.1709248,,,Surfing,Surfing,M,"No injury, board bitten",N,"Unknown, length given"
09.Apr.90,9,4,1990,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Greenmount Beach,-28.16590645,153.5421183,,,Surfing,Surfing,M,"Lacerations & abrasions, board bitten in half",N,Tiger shark
27.Oct.90,27,10,1990,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Mermaid Waters,-28.052458,153.4218922,,,Swimming,Swimming,M,Buttocks & hip bitten,N,Unknown
28.Nov.90,28,11,1990,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Nerang River,-28.021292,153.3003359,,,Swimming,Swimming ,M,"Abdomen, hip, leg & arm bitten",N,"Unknown, length given"
08.Apr.90,8,4,1990,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,"Dingo Reef, 80 nm off Townsville",-37.09704565,144.2399531,,,Diving,Free diving for trochus,M,Presumed FATAL,Y,Unknown
10.May.90,10,5,1990,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Outer Barrier Reef near Port Douglas,None,None,,,Snorkeling,Snorkeling,F,Lacerations,N,Hammerhead shark
10.May.90,10,5,1990,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Outer Barrier Reef near Port Douglas,None,None,,,Fishing,"Snorkeling, possibly holding a fish",M,Lacerations,N,Hammerhead shark
03.Mar.91,3,3,1991,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Bass Point,-34.5983333,150.8844444,,,Diving,Scuba diving,M,Lacerations to arm & leg,N,Grey nurse shark
09.Jan.91,9,1,1991,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Scarborough,-31.895984,115.759211,,,Surfing,Surf-skiing,M,"No injury, shark brushed ski",N,"Unknown, length given"
19.Jan.91,19,1,1991,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Mermaid Waters,-28.052458,153.4218922,,,Swimming,Swimming,M,"Hands, legs & buttocks lacerated",N,Unknown
01.Jan.91,1,1,1991,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Pelican Banks near Gladstone,None,None,,,Boarding,Surfing (or sailboarding),M,Survived,N,"Unknown, length given"
30.Aug.91,30,8,1991,Winter,Provoked,AUSTRALIA,AUS,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",None,None,,,Finning the shark that bit him,Finning the shark that bit him,M,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",N,"Unknown, length given"
08.Sept.91,8,9,1991,Spring,Unprovoked,AUSTRALIA,AUS,South Australia,"Snapper Point, Aldinga Beach, Adelaide",-35.279293,138.4604028,,,Diving,Scuba diving,M,FATAL,Y,White shark
01.Nov.91,1,11,1991,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Backbeach, Halls Head",None,None,,,Boarding,Boogie boarding,M,Calf scratched & chunk bitten from board,N,"Unknown, length given"
10.Mar.92,10,3,1992,Autumn,Unprovoked,AUSTRALIA,AUS,Victoria,Point Lonsdale,-38.2725073,144.6136725,,,Surfing,Surfing,M,"Right thigh, back & hand lacerated",N,Bronze whaler
25.Aug.92,25,8,1992,Winter,Unprovoked,AUSTRALIA,AUS,South Australia,"Lipson Cove, Tumby Bay",-34.2629178,136.2605153,,,Surfing,Surfing,M,"Minor cuts, sufboard bitten",N,White shark
15.Oct.92,15,10,1992,Spring,Unprovoked,AUSTRALIA,AUS,New South Wales,Avalon Beach,-33.6365039,151.3290299,,,Diving,Scuba diving,M,Minor injury while delivering pup of female shark caught in a net,N,Grey nurse shark
29.Jan.92,29,1,1992,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,Tweed Heads,-28.181708,153.5469621,,,Boarding,Boogie boarding,M,Right leg lacerated,N,Bronze whaler
01.Oct.92,1,10,1992,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"North Point Beach, Moreton Island",-33.6500957,151.2853102,,,Surfing,Surfing,M,FATAL,Y,White shark
09.Feb.92,9,2,1992,Summer,Invalid,AUSTRALIA,AUS,Tasmania,"Clifton Beach, southwest of Hobart",-42.9899255,147.5234993,,,Surfing,Surfing,M,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",Unknown,Invalid
09.Jun.93,9,6,1993,Winter,Unprovoked,AUSTRALIA,AUS,New South Wales,"Julian Rocks, Byron Bay",-28.6324691,153.5866751,,,Diving,Scuba diving,M,FATAL,Y,White shark
04.Feb.93,4,2,1993,Summer,Provoked,AUSTRALIA,AUS,Queensland,Mooloolaba,-26.6852565,153.1131849,,,Fishing,Fishing,M,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",N,Bronze whaler
21.Nov.93,21,11,1993,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia, A pearl  farm in Roebuck Bay,-17.99496,122.32191,,,Diving,Hookah diving,M,FATAL,Y,Tiger shark
05.Jan.93,5,1,1993,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Line Reef, northeast of Hamilton Island, Whitsundays",-19.68192715,149.1995612,,,Fishing,Spearfishing,M,"6"" laceration to left forearm",N,"Unknown, length given"
01.Apr.93,1,4,1993,Autumn,Invalid,AUSTRALIA,AUS,Tasmania,Barren Joey Island,None,None,,,Fishing,Spearfishing,M,No injury ,Unknown,Invalid
05.Jun.93,5,6,1993,Winter,Unprovoked,AUSTRALIA,AUS,Tasmania,Tenth Island (King Island),-39.8705515,143.976088,,,Diving,Scuba diving at seal colony,F,FATAL,Y,White shark
14.Aug.93,14,8,1993,Winter,Watercraft,AUSTRALIA,AUS,Western Australia,Off Rottnest Island,None,None,,,Fishing,Fishing,Unknown,"No injury to occupants. Shark struck boat, lifting the outboard motor",N,White shark
12.Jan.94,12,1,1994,Summer,Watercraft,AUSTRALIA,AUS,Western Australia,Albany,-35.024782,117.883608,,,Fishing,Fishing,Unknown,"No injury to occupants, shark bit anchor and ladder",N,White shark
09.Dec.94,9,12,1994,Summer,Invalid,AUSTRALIA,AUS,Queensland,"Hinchinbrook Channel, Queensland",-18.30427,146.0959,,,Murder victim,Murder victim,M,Shark scavenged on his corpse,Unknown,Invalid
09.Jan.94,9,1,1994,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Katana Downs Reach, Brisbane River",None,None,,,Swimming,"Swimming, after falling off towed kneeboard",M,Hamstring bitten,N,"Unknown, length given"
21.Mar.95,21,3,1995,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,"Clark Island, Sydney Harbour",-33.8627811,151.2412498,,,Surfing,Surf skiing,F,"No injury, knocked off board by shark",N,Unknown
11.Mar.95,11,3,1995,Autumn,Unprovoked,AUSTRALIA,AUS,South Australia,Cactus Beach,-32.08861,132.98333,,,Surfing,Surfing,M,Left arm lacerated,N,Bronze whaler
11.Oct.95,11,10,1995,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,"Pialba, Hervey Bay",-25.281161,152.8330071,,,Standing,Playing / standing,F,Laceration to thigh,N,"Unknown, length given"
17.Jun.05,17,6,1995,Winter,Provoked,AUSTRALIA,AUS,Queensland,Gladstone Reef,-23.43497785,152.0335113,,,Snorkeling,Snorkeling,M,"No injury, grabbed byshark after he pulled its tail PROVOKED INCIDENT",N,Leopard shark
17.Nov.95,17,11,1995,Spring,Unprovoked,AUSTRALIA,AUS,Queensland,Great Keppel Island,-23.17339165,150.9570812,,,Unknown,,M,Survived,N,Unknown
09.Apr.95,9,4,1995,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,"Honeysuckle Point, Eden",-35.0042283,150.8361326,,,Diving,Diving,M,"No injury, shark took swimfin",N,Wobbegong shark
18.May.95,18,5,1995,Autumn,Unprovoked,AUSTRALIA,AUS,Western Australia,"Bernier Island, Shark Bay",-24.87018105,113.1326088,,,Unknown,,Unknown,No details,Unknown,Unknown
11.Sept.95,11,9,1995,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,"Honeymoon Island, near Hopetown",-34.90253555,117.9919569,,,Diving,Abalone diving using Hookah (near calving whales),M,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Y,White shark
14.Jan.96,14,1,1996,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,"Mutton Bird Island, Albany",-35.05162675,117.6972809,,,Unknown,,Unknown,No details,Unknown,Unknown
25.Apr.96,25,4,1996,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Mona Vale,-33.6769931,151.3029577,,,Swimming,Swimming,M,Puncture wounds on upper left thigh ,N,Wobbegong shark
25.Apr.96,25,4,1996,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Mona Vale,-33.6769931,151.3029577,,,Swimming,Swimming,F,Puncture wounds on leg ,N,Wobbegong shark
01.Mar.96,1,3,1996,Autumn,Unprovoked,AUSTRALIA,AUS,New South Wales,Lord Howe Island,-31.5540166,159.0856256,,,Fishing,Fishing in knee-deep water,M,Left calf bitten,N,"Unknown, length given"
29.Dec.96,29,12,1996,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,Coolum Beach,-26.53284,153.0697206,,,Surfing,Surfing,M,,Unknown,Unknown
05.Mar.96,5,3,1996,Autumn,Unprovoked,AUSTRALIA,AUS,Queensland,Heron Island,-23.44229795,151.9149552,,,Swimming,Swimming breast stoke,F,Left arm & leg lacerated,N,Tiger shark
12.Jan.96,12,1,1996,Summer,Watercraft,AUSTRALIA,AUS,New South Wales,Eight-mile reef off Port Kembla,None,None,,,Chumming for sharks,Chumming for sharks,Unknown,"No injury to occupants; shark rammed, bit & sank boat ",N,Mako shark
26.Feb.96,26,2,1996,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Charles Street Wharf, Parramatta River",-34.89229846,138.5355745,,,Diving,Dived naked into the water on a bet,M,Left leg & right testicle bitten,N,Bronze whaler
04.Feb.96,4,2,1996,Summer,Unprovoked,AUSTRALIA,AUS,New South Wales,"Ned's Beach, Lord Howe Island",-31.5199238,159.0614595,,,Swimming,Swimming,M,Ankles injured,N,"Unknown, length given"
24.May.96,24,5,1996,Autumn,Invalid,AUSTRALIA,AUS,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",None,None,,,Diving,Tech diving ,M,"FATAL, but shark involvement prior to death was not confirmed",Y,Invalid
22.Jan.96,22,1,1996,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Brown's Inlet, Broadwater",None,None,,,Swimming,Swimming,F,Lacerations to left calf,N,Bronze whaler
06.Jun.96,6,6,1996,Winter,Unprovoked,AUSTRALIA,AUS,Victoria,"Suicide Point, Point Leo",-38.42786565,145.0778107,,,Surfing,Surfing,M,"No injury, board bitten",N,White shark
09.Nov.97,9,11,1997,Spring,Unprovoked,AUSTRALIA,AUS,Western Australia,Albany,-35.024782,117.883608,,,Diving,Scuba diving (submerged riding a scooter),M,Left arm lacerated when shark grabbed scooter,N,White shark
05.Nov.97,5,11,1997,Spring,Invalid,AUSTRALIA,AUS,New South Wales,Botany Bay?,-33.9815082,151.1796169,,,Unknown,Unknown,M,5 m white shark obsrved feeding on remains 6 days later,Unknown,Invalid
03.Feb.97,3,2,1997,Summer,Watercraft,AUSTRALIA,AUS,New South Wales,"Iron Cove, Sydney",-33.8634282,151.1486339,,,Rowing,Rowing ,F,"Bruised, when shark struck scull & catapulted her into the water",N,Unknown
20.Jan.97,20,1,1997,Summer,Unprovoked,AUSTRALIA,AUS,Western Australia,Geraldton,-28.77035,114.6147159,,,Surfing,Windsurfing,M,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Y,Tiger shark
28.Feb.97,28,2,1997,Summer,Unprovoked,AUSTRALIA,AUS,Queensland,"Carrara, Nerang River",-28.0146957,153.3861647,,,Swimming,Swimming,F,Left leg biten,N,"Unknown, length given"
